FIPS Code,State,County Name,"Population Estimate, 2007","Population Estimate, 2008","Population Estimate, 2009",2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012"
37035,NC,Catawba,155532,157507,159125,154358,154181,154339
37037,NC,Chatham,61391,63373,64772,63505,64195,65976
37039,NC,Cherokee,26507,26561,26307,27444,27194,26992
37041,NC,Chowan,14738,14688,14784,14793,14853,14772
37043,NC,Clay,10154,10301,10333,10587,10563,10618
37045,NC,Cleveland,98307,99034,99274,98078,97489,97474
37047,NC,Columbus,54007,54293,54221,58098,57712,57638
37049,NC,Craven,96571,97401,98529,103505,104786,104770
37051,NC,Cumberland,308724,310686,315207,319431,324885,324049
37053,NC,Currituck,23869,24160,24216,23547,23955,24077
37055,NC,Dare,34019,34052,34296,33920,34307,34573
37057,NC,Davidson,156042,157991,158582,162878,162697,163260
37059,NC,Davie,40517,41082,41420,41240,41552,41433
37061,NC,Duplin,52371,53025,53177,58505,59542,60033
37063,NC,Durham,255800,263048,269706,267587,273392,279641
37065,NC,Edgecombe,52341,52399,51853,56552,56041,55954
37067,NC,Forsyth,347960,355140,359638,350670,354952,358137
37069,NC,Franklin,57209,59029,60088,60619,61140,61475
37071,NC,Gaston,202364,206833,208958,206086,207031,208049
37073,NC,Gates,11737,11746,11768,12197,12043,11869
37075,NC,Graham,7915,7980,8001,8861,8802,8700
37077,NC,Granville,56256,57087,57639,59916,59976,60436
37079,NC,Greene,20676,20654,20658,21362,21556,21429
37081,NC,Guilford,464924,474108,480362,488406,495279,500879
37083,NC,Halifax,55178,55094,54582,54691,54173,54006
37085,NC,Harnett,108606,112025,115761,114678,119256,122135
37087,NC,Haywood,56671,56875,57109,59036,58855,58908
37089,NC,Henderson,100636,102383,103669,106740,107927,108266
37091,NC,Hertford,23278,23357,23283,24669,24433,24438
37093,NC,Hoke,42293,43648,45148,46952,49272,50536
37095,NC,Hyde,5194,5260,5211,5810,5822,5859
37097,NC,Iredell,151442,155613,158153,159437,161202,162708
37099,NC,Jackson,36447,36789,36891,40271,40285,40448
37101,NC,Johnston,156916,163311,168525,168878,172595,174938
37103,NC,Jones,10031,9960,10071,10153,10020,10275
37105,NC,Lee,57836,59135,60477,57866,58752,59715
37107,NC,Lenoir,56657,56674,56387,59495,59339,59227
37109,NC,Lincoln,72838,74742,76043,78265,78932,79313
37111,NC,McDowell,43593,43912,43988,44996,45104,44998
37113,NC,Macon,32685,33102,33233,33922,34074,33869
37115,NC,Madison,20242,20370,20442,20764,20816,20742
37117,NC,Martin,23629,23487,23337,24505,24180,23961
37119,NC,Mecklenburg,865573,892456,913639,919628,944373,969031
37121,NC,Mitchell,15693,15691,15634,15579,15445,15368
37123,NC,Montgomery,27464,27707,27745,27798,27667,27668
37125,NC,Moore,84703,86031,87158,88247,89352,90302
37127,NC,Nash,93178,94125,94743,95840,96116,95708
37129,NC,New Hanover,190074,192698,195085,202667,206189,209234
37131,NC,Northampton,20697,20459,20136,22099,21893,21428
37133,NC,Onslow,163613,169233,173064,177772,179719,183263
37135,NC,Orange,124729,126985,129083,133801,135755,137941
37137,NC,Pamlico,12426,12430,12422,13144,13197,13074
37139,NC,Pasquotank,40821,41442,41578,40661,40696,40591
37141,NC,Pender,49719,51234,52378,52217,53399,54195
37143,NC,Perquimans,12446,12772,12734,13453,13487,13563
37145,NC,Person,37298,37501,37667,39464,39637,39268
37147,NC,Pitt,152148,155935,159057,168148,171134,172554
37149,NC,Polk,19138,19232,19255,20510,20256,20271
37151,NC,Randolph,139318,140963,142151,141752,142358,142466
37153,NC,Richmond,45940,46028,45970,46639,46611,46627
37155,NC,Robeson,127782,128696,129559,134168,135517,135496
37157,NC,Rockingham,92045,92114,92252,93643,93329,92720
37159,NC,Rowan,137337,139739,140798,138428,138019,138180
37161,NC,Rutherford,63103,63436,63415,67810,67538,67323
37163,NC,Sampson,63094,63437,63713,63431,63734,63949
37165,NC,Scotland,36427,36480,36292,36157,35861,36094
37167,NC,Stanly,59183,59685,59794,60585,60626,60576
37169,NC,Stokes,46031,46140,46150,47401,47242,46783
37171,NC,Surry,72126,72388,72496,73673,73714,73561
37173,NC,Swain,13345,13377,13404,13981,14043,14141
37175,NC,Transylvania,29958,30155,30203,33090,32820,32849
37177,NC,Tyrrell,4159,4104,4078,4407,4364,4338
37179,NC,Union,184479,193400,198645,201292,205463,208520
37181,NC,Vance,42950,42990,43056,45422,45307,45132
37183,NC,Wake,831746,868068,897214,900993,929780,952151
37185,NC,Warren,19514,19530,19425,20972,20861,20576
37187,NC,Washington,12873,12959,12851,13228,12973,12736
37189,NC,Watauga,44584,45421,45479,51079,51333,51871
37191,NC,Wayne,113300,113419,113811,122623,123697,124246
37193,NC,Wilkes,66662,66725,66555,69340,68984,69306
37195,NC,Wilson,76622,77692,78353,81234,81452,81867
37197,NC,Yadkin,37489,37701,37713,38406,38279,38084
37199,NC,Yancey,18399,18539,18548,17818,17701,17630
38001,ND,Adams,2293,2270,2236,2343,2307,2311
38003,ND,Barnes,10807,10753,10753,11066,11056,11015
38005,ND,Benson,6878,6864,6910,6660,6723,6760
38007,ND,Billings,785,798,827,783,816,905
38009,ND,Bottineau,6377,6319,6352,6429,6443,6579
38011,ND,Bowman,2938,3038,3028,3151,3134,3202
38013,ND,Burke,1839,1796,1839,1968,2033,2171
38015,ND,Burleigh,77178,78445,79822,81308,83145,85774
38017,ND,Cass,137717,140216,143339,149778,152368,156157
38019,ND,Cavalier,3838,3767,3699,3993,3939,3948
38021,ND,Dickey,5380,5262,5217,5289,5317,5268
38023,ND,Divide,2009,1998,1961,2071,2125,2228
38025,ND,Dunn,3290,3315,3365,3536,3720,3967
38027,ND,Eddy,2419,2375,2288,2385,2380,2368
38029,ND,Emmons,3509,3445,3398,3550,3546,3491
38031,ND,Foster,3444,3376,3259,3343,3341,3392
38033,ND,Golden Valley,1652,1638,1621,1680,1752,1804
38035,ND,Grand Forks,66064,66703,66414,66861,66598,67472
38037,ND,Grant,2434,2381,2337,2394,2337,2333
38039,ND,Griggs,2373,2340,2346,2420,2372,2362
38041,ND,Hettinger,2395,2342,2343,2477,2515,2553
38043,ND,Kidder,2316,2265,2201,2435,2414,2426
38045,ND,LaMoure,4096,3972,3908,4139,4105,4114
38047,ND,Logan,1952,1925,1886,1990,1985,1924
38049,ND,McHenry,5214,5193,5173,5395,5505,5789
38051,ND,McIntosh,2723,2647,2582,2809,2769,2751
38053,ND,McKenzie,5540,5610,5799,6360,7019,7987
38055,ND,McLean,8342,8363,8310,8962,9068,9309
38057,ND,Mercer,7967,7866,7873,8424,8449,8486
38059,ND,Morton,25845,26184,26464,27471,27734,28101
38061,ND,Mountrail,6482,6569,6791,7673,8097,8734
38063,ND,Nelson,3224,3171,3129,3126,3057,3080
38065,ND,Oliver,1705,1668,1643,1846,1830,1838
38067,ND,Pembina,7580,7455,7392,7413,7342,7271
38069,ND,Pierce,4095,4072,3990,4357,4375,4457
38071,ND,Ramsey,11223,11288,11240,11451,11452,11536
38073,ND,Ransom,5745,5659,5500,5457,5403,5444
38075,ND,Renville,2260,2207,2227,2470,2490,2559
38077,ND,Richland,16501,16356,16067,16321,16245,16217
38079,ND,Rolette,13643,13706,13797,13937,14206,14382
38081,ND,Sargent,4079,4009,3951,3829,3798,3896
38083,ND,Sheridan,1310,1247,1228,1321,1309,1266
38085,ND,Sioux,4140,4134,4203,4153,4280,4347
38087,ND,Slope,652,667,649,727,718,758
38089,ND,Stark,22404,22517,22847,24199,25177,26771
38091,ND,Steele,1842,1805,1747,1975,1950,1989
38093,ND,Stutsman,20449,20340,20463,21100,21062,20934
38095,ND,Towner,2300,2223,2209,2246,2264,2318
38097,ND,Traill,8071,7912,7868,8121,8147,8072
38099,ND,Walsh,11007,10899,10798,11119,11032,11046
38101,ND,Ward,56092,56104,57012,61675,64072,64798
38103,ND,Wells,4218,4150,4092,4207,4237,4271
38105,ND,Williams,19566,19797,20451,22398,24374,26697
39001,OH,Adams,28098,28183,28043,28550,28456,28350
39003,OH,Allen,104895,104826,104357,106331,106094,105141
39005,OH,Ashland,54810,54982,55044,53139,53153,52962
39007,OH,Ashtabula,101400,100973,100767,101497,101345,100389
39009,OH,Athens,62863,63199,63026,64757,64769,64304
39011,OH,Auglaize,46513,46748,46699,45949,45838,45831
39013,OH,Belmont,68409,68063,68066,70400,70151,69671
39015,OH,Brown,43810,43909,44003,44846,44687,44381
39017,OH,Butler,358116,360775,363184,368130,369999,370589
39019,OH,Carroll,28769,28677,28539,28836,28782,28587
39021,OH,Champaign,39589,39718,39713,40097,39795,39565
39023,OH,Clark,140187,139818,139671,138333,137691,137206
39025,OH,Clermont,193971,195417,196364,197363,199139,199085
39027,OH,Clinton,42990,43152,43058,42040,41927,41886
39029,OH,Columbiana,108785,108106,107722,107841,107570,106507
39031,OH,Coshocton,36247,35917,35767,36901,36955,36779
39033,OH,Crawford,44147,43738,43403,43784,43389,42849
39035,OH,Cuyahoga,1293600,1282880,1275709,1280122,1270294,1265111
39037,OH,Darke,52198,51988,51814,52959,52809,52507
39039,OH,Defiance,38470,38524,38432,39037,38884,38677
39041,OH,Delaware,160698,164913,168708,174214,178341,181061
39043,OH,Erie,77365,77339,76963,77079,76751,76398
39045,OH,Fairfield,141239,142299,143712,146156,147066,147474
39047,OH,Fayette,28272,28198,28117,29030,28985,28880
39049,OH,Franklin,1122357,1135643,1150122,1163414,1178799,1195537
39051,OH,Fulton,42458,42429,42402,42698,42510,42513
39053,OH,Gallia,30869,30889,30694,30934,30970,30708
39055,OH,Geauga,98227,98817,99060,93389,93228,93680
39057,OH,Greene,158844,159356,159823,161573,162846,163587
39059,OH,Guernsey,40384,40182,40054,40087,39927,39817
39061,OH,Hamilton,855928,853508,855062,802374,800362,802038
39063,OH,Hancock,74328,74367,74538,74782,75056,75671
39065,OH,Hardin,31770,31804,31818,32058,32020,31627
39067,OH,Harrison,15462,15365,15268,15864,15850,15714
39069,OH,Henry,28940,28824,28648,28215,28064,28045
39071,OH,Highland,42688,42402,42178,43589,43433,42998
39073,OH,Hocking,28989,28968,28912,29380,29394,29273
39075,OH,Holmes,41327,41475,41854,42366,42746,43025
39077,OH,Huron,60031,60067,59849,59626,59496,59280
39079,OH,Jackson,33302,33384,33440,33225,33186,32954
39081,OH,Jefferson,68550,68242,67691,69709,68828,68389
39083,OH,Knox,58967,59373,59637,60921,61275,60705
39085,OH,Lake,234492,235854,236775,230041,229885,229582
39087,OH,Lawrence,62758,62692,62744,62450,62489,62109
39089,OH,Licking,156724,157617,158488,166492,167248,167537
39091,OH,Logan,46523,46537,46582,45858,45688,45474
39093,OH,Lorain,302972,304639,305707,301356,301614,301478
39095,OH,Lucas,466650,464938,463493,441815,440005,437998
39097,OH,Madison,41702,41856,42539,43435,43401,43053
39099,OH,Mahoning,240767,238609,236735,238823,237270,235145
39101,OH,Marion,65504,65629,65655,66501,66212,66238
39103,OH,Medina,169894,171861,174035,172332,173262,173684
39105,OH,Meigs,22903,22730,22838,23770,23680,23593
39107,OH,Mercer,40809,40760,40666,40814,40838,40875
39109,OH,Miami,100945,101128,101256,102506,102857,103060
39111,OH,Monroe,14228,14208,14058,14642,14585,14549
39113,OH,Montgomery,538123,534901,532562,535153,537602,534325
39115,OH,Morgan,14518,14358,14288,15054,15034,14911
39117,OH,Morrow,34637,34576,34642,34827,34855,34938
39119,OH,Muskingum,85190,84986,84884,86074,86237,85950
39121,OH,Noble,14308,14264,14311,14645,14702,14579
39123,OH,Ottawa,41196,40989,40945,41428,41396,41339
39125,OH,Paulding,19189,19069,18994,19614,19420,19295
39127,OH,Perry,34952,35443,35359,36058,36303,36015
39129,OH,Pickaway,54272,54579,54734,55698,55990,56399
39131,OH,Pike,27915,27909,27722,28709,28628,28480
39133,OH,Portage,155916,156639,157530,161419,161624,161451
39135,OH,Preble,41651,41651,41422,42270,42083,41886
39137,OH,Putnam,34560,34450,34377,34499,34294,34198
39139,OH,Richland,126039,125081,124490,124475,123510,122673
39141,OH,Ross,75927,76129,75972,78064,78249,77429
39143,OH,Sandusky,60735,60265,60071,60944,60734,60510
39145,OH,Scioto,76419,76453,76334,79499,79277,78477
39147,OH,Seneca,56739,56564,56152,56745,56469,56018
39149,OH,Shelby,48690,48853,48990,49423,49307,49167
39151,OH,Stark,379823,380105,379466,375586,375087,374868
39153,OH,Summit,544643,543315,542405,541781,539832,540811
39155,OH,Trumbull,213245,211156,210157,210312,209264,207406
39157,OH,Tuscarawas,91307,91261,91137,92582,92508,92392
39159,OH,Union,47719,48339,48903,52300,52764,52715
39161,OH,Van Wert,28893,28735,28496,28744,28601,28744
39163,OH,Vinton,13362,13219,13228,13435,13367,13239
39165,OH,Warren,204045,207425,210712,212693,214910,217241
39167,OH,Washington,61448,61200,61048,61778,61755,61475
39169,OH,Wayne,113748,114156,114222,114520,114611,114848
39171,OH,Williams,38338,38109,37816,37642,37597,37513
39173,OH,Wood,125047,124989,125380,125488,126355,128200
39175,OH,Wyandot,22488,22409,22394,22615,22692,22607
40001,OK,Adair,21938,21857,21857,22683,22612,22286
40003,OK,Alfalfa,5571,5565,5481,5642,5662,5666
40005,OK,Atoka,14453,14573,14498,14182,14206,14007
40007,OK,Beaver,5325,5242,5270,5636,5624,5591
40009,OK,Beckham,20787,21494,21116,22119,22288,23081
40011,OK,Blaine,12607,12668,12609,11943,9780,9785
40013,OK,Bryan,39474,40463,40783,42416,43089,43399
40015,OK,Caddo,28479,29329,30393,29600,29537,29678
40017,OK,Canadian,103948,106755,109668,115541,119492,122560
40019,OK,Carter,47287,47716,48326,47557,48096,48085
40021,OK,Cherokee,45065,45667,46029,46987,47845,48150
40023,OK,Choctaw,15002,14885,14872,15205,15250,15182
40025,OK,Cimarron,2655,2585,2630,2475,2487,2385
40027,OK,Cleveland,235906,240568,244589,255755,261281,265638
40029,OK,Coal,5654,5672,5856,5925,5928,5963
40031,OK,Comanche,114503,112249,113228,124098,125815,126390
40033,OK,Cotton,6367,6267,6281,6193,6179,6155
40035,OK,Craig,15136,15101,15158,15029,15073,14748
40037,OK,Creek,68835,69514,70244,69967,70467,70651
40039,OK,Custer,25865,26272,26717,27469,27750,28536
40041,OK,Delaware,40511,40463,40555,41487,41633,41441
40043,OK,Dewey,4368,4416,4404,4810,4867,4783
40045,OK,Ellis,3836,3877,3925,4151,4051,4104
40047,OK,Garfield,57434,58053,58928,60580,60670,61189
40049,OK,Garvin,27074,27128,27113,27576,27452,27297
40051,OK,Grady,50428,51099,51649,52431,53020,53118
40053,OK,Grant,4482,4448,4317,4527,4585,4516
40055,OK,Greer,5803,5820,5830,6239,6125,6082
40057,OK,Harmon,2833,2834,2843,2922,2919,2906
40059,OK,Harper,3302,3385,3377,3685,3695,3676
40061,OK,Haskell,12102,12266,12393,12769,12810,12938
40063,OK,Hughes,13651,13630,13819,14003,13843,13836
40065,OK,Jackson,25739,25336,25369,26446,26447,26237
40067,OK,Jefferson,6228,6231,6319,6472,6506,6377
40069,OK,Johnston,10458,10428,10468,10957,11139,11003
40071,OK,Kay,45955,45886,46110,46562,46159,45831
40073,OK,Kingfisher,14279,14264,14384,15034,15213,15005
40075,OK,Kiowa,9300,9246,9101,9446,9416,9310
40077,OK,Latimer,10442,10576,10621,11154,11155,11019
40079,OK,Le Flore,49625,49806,49915,50384,50628,49873
40081,OK,Lincoln,32217,32070,32199,34273,34155,34189
40083,OK,Logan,37330,38424,39301,41848,42499,43666
40085,OK,Love,9062,9097,9124,9423,9386,9558
40087,OK,McClain,31892,32487,33168,34506,35235,35613
40089,OK,McCurtain,33472,33489,33370,33151,33195,33203
40091,OK,McIntosh,19659,19629,19801,20252,20360,20584
40093,OK,Major,7184,7132,7189,7527,7657,7683
40095,OK,Marshall,14871,14958,15014,15840,16049,15957
40097,OK,Mayes,39769,40084,40065,41259,41389,41168
40099,OK,Murray,12646,12787,12960,13488,13571,13663
40101,OK,Muskogee,70686,70750,71412,70990,71003,70596
40103,OK,Noble,10964,11000,10950,11561,11578,11522
40105,OK,Nowata,10708,10725,10528,10536,10629,10611
40107,OK,Okfuskee,11186,11107,10924,12191,12348,12358
40109,OK,Oklahoma,699523,706116,716704,718633,732371,741781
40111,OK,Okmulgee,39269,39100,39292,40069,39937,39625
40113,OK,Osage,45269,45203,45051,47472,47425,47917
40115,OK,Ottawa,32234,31644,31629,31848,31860,32236
40117,OK,Pawnee,16490,16310,16419,16577,16730,16474
40119,OK,Payne,78326,78733,79727,77350,77988,78399
40121,OK,Pittsburg,44423,44776,45211,45837,45625,45048
40123,OK,Pontotoc,36411,36948,37422,37492,37799,37958
40125,OK,Pottawatomie,69170,69464,70274,69442,70280,70760
40127,OK,Pushmataha,11624,11672,11812,11572,11478,11205
40129,OK,Roger Mills,3273,3370,3407,3647,3702,3774
40131,OK,Rogers,83188,84464,85654,86905,87706,88367
40133,OK,Seminole,24025,24110,24296,25482,25292,25450
40135,OK,Sequoyah,40975,41089,41433,42391,42341,41398
40137,OK,Stephens,43148,43351,43487,45048,45197,44779
40139,OK,Texas,20151,20573,21135,20640,21312,21498
40141,OK,Tillman,8108,7928,7796,7992,8061,7822
40143,OK,Tulsa,585407,592406,601961,603403,610599,613816
40145,OK,Wagoner,67220,69040,70394,73085,74098,75030
40147,OK,Washington,49903,50556,50706,50976,51476,51633
40149,OK,Washita,11630,11691,11813,11629,11574,11622
40151,OK,Woods,8471,8379,8418,8878,8775,8832
40153,OK,Woodward,19595,19729,19959,20081,20034,20548
41001,OR,Baker,16010,16051,16082,16134,15984,15909
41003,OR,Benton,81583,81775,82605,85579,85928,86430
41005,OR,Clackamas,375610,381229,386143,375992,380207,383857
41007,OR,Clatsop,37088,37093,37243,37039,37153,37301
41009,OR,Columbia,48914,49339,49592,49351,49402,49286
41011,OR,Coos,63149,62970,62795,63043,62791,62534
41013,OR,Crook,22760,22892,22566,20978,20839,20729
41015,OR,Curry,21507,21235,21148,22364,22426,22248
41017,OR,Deschutes,153405,157730,158629,157733,160338,162277
41019,OR,Douglas,103688,103529,103205,107667,107490,107164
41021,OR,Gilliam,1655,1698,1645,1871,1937,1953
41023,OR,Grant,6868,6864,6795,7445,7410,7317
41025,OR,Harney,6770,6761,6756,7422,7373,7212
41027,OR,Hood River,21169,21469,21883,22346,22493,22584
41029,OR,Jackson,198346,200298,201286,203206,204822,206412
41031,OR,Jefferson,20520,20375,19959,21720,21771,21749
41033,OR,Josephine,80693,81174,81026,82713,82987,82930
41035,OR,Klamath,66562,66543,66247,66380,66299,65912
41037,OR,Lake,7210,7203,7089,7895,7908,7771
41039,OR,Lane,344812,348425,351109,351715,353416,354542
41041,OR,Lincoln,45945,46138,46293,46034,45933,46151
41043,OR,Linn,113094,115369,116584,116672,118122,118360
41045,OR,Malheur,30993,30832,30745,31313,31068,30630
41047,OR,Marion,310155,313677,317981,315335,318872,319985
41049,OR,Morrow,11323,11326,11533,11173,11169,11244
41051,OR,Multnomah,697048,712539,726855,735334,748031,759256
41053,OR,Polk,74910,76884,78122,75403,75993,76353
41055,OR,Sherman,1690,1664,1711,1765,1718,1732
41057,OR,Tillamook,25023,24907,24889,25250,25403,25287
41059,OR,Umatilla,72850,72787,73347,75889,76725,76820
41061,OR,Union,25061,25073,25038,25748,25791,25759
41063,OR,Wallowa,6822,6843,6889,7008,6990,6821
41065,OR,Wasco,23734,23820,24149,25213,25234,25487
41067,OR,Washington,518427,527168,537318,529710,540410,547672
41069,OR,Wheeler,1396,1371,1363,1441,1426,1424
41071,OR,Yamhill,96167,97940,99037,99193,100000,100255
42001,PA,Adams,101241,101943,102323,101407,101434,101482
42003,PA,Allegheny,1219922,1218227,1218494,1223348,1227066,1229338
42005,PA,Armstrong,68804,68449,67851,68941,68568,68409
42007,PA,Beaver,173015,172396,171673,170539,170414,170245
42009,PA,Bedford,49657,49799,49579,49762,49739,49324
42011,PA,Berks,402476,404771,407125,411442,412778,413491
42013,PA,Blair,125987,125923,126122,127089,127099,127121
42015,PA,Bradford,61347,61209,61131,62622,62917,62792
42017,PA,Bucks,621334,623562,626015,625249,626854,627053
42019,PA,Butler,182488,183663,184694,183862,184848,184970
42021,PA,Cambria,145061,144488,143998,143679,143728,141584
42023,PA,Cameron,5350,5267,5163,5085,5010,4939
42025,PA,Carbon,63163,63623,63865,65249,65154,65006
42027,PA,Centre,144089,145550,146212,153990,154722,155171
42029,PA,Chester,487567,493281,498894,498886,503897,506575
42031,PA,Clarion,39865,39753,39479,39988,40013,39646
42033,PA,Clearfield,82895,82574,82324,81642,81445,81184
42035,PA,Clinton,37125,36992,36797,39238,39208,39517
42037,PA,Columbia,64789,65060,65111,67295,67476,66887
42039,PA,Crawford,88990,88524,88521,88765,88740,87598
42041,PA,Cumberland,227762,230329,232483,235406,237892,238614
42043,PA,Dauphin,256864,258222,258934,268100,268977,269665
42045,PA,Delaware,555019,556251,558028,558979,559494,561098
42047,PA,Elk,32638,32274,32011,31946,31751,31550
42049,PA,Erie,279804,279647,280291,280566,280985,280646
42051,PA,Fayette,144033,143289,142605,136606,136097,135660
42053,PA,Forest,6926,6808,6775,7716,7589,7667
42055,PA,Franklin,142008,143787,144994,149618,150811,151275
42057,PA,Fulton,14936,14938,14852,14845,14801,14772
42059,PA,Greene,39351,39380,39245,38686,38623,38085
42061,PA,Huntingdon,45530,45515,45395,45913,45875,45943
42063,PA,Indiana,87439,87557,87450,88880,89298,88218
42065,PA,Jefferson,45060,44920,44634,45200,44976,44764
42067,PA,Juniata,23080,23095,23118,24636,24400,24904
42069,PA,Lackawanna,209339,209292,208801,214437,214166,214477
42071,PA,Lancaster,499364,503807,507766,519445,523594,526823
42073,PA,Lawrence,90901,90555,90160,91108,90535,89871
42075,PA,Lebanon,128197,129302,130506,133568,134311,135251
42077,PA,Lehigh,337688,341184,343519,349497,352947,355245
42079,PA,Luzerne,311934,312138,312845,320918,320651,321027
42081,PA,Lycoming,116838,116666,116840,116111,116747,117168
42083,PA,McKean,43629,43436,43196,43450,43222,43127
42085,PA,Mercer,117133,116660,116071,116638,116205,115655
42087,PA,Mifflin,46007,45973,45937,46682,46858,46773
42089,PA,Monroe,164670,165540,166355,169842,169882,168798
42091,PA,Montgomery,775631,778452,782339,799874,804210,808460
42093,PA,Montour,17754,17702,17715,18267,18296,18356
42095,PA,Northampton,294817,296965,298990,297735,298476,299267
42097,PA,Northumberland,91148,91220,91311,94528,94558,94428
42099,PA,Perry,45157,45251,45502,45969,46042,45701
42101,PA,Philadelphia,1530031,1540351,1547297,1526006,1536471,1547607
42103,PA,Pike,58582,59975,60529,57369,56852,56899
42105,PA,Potter,17131,16868,16714,17457,17453,17577
42107,PA,Schuylkill,147226,147154,146952,148289,147513,147063
42109,PA,Snyder,38380,38473,38519,39702,39819,39672
42111,PA,Somerset,77735,77302,76953,77742,77405,76957
42113,PA,Sullivan,6245,6151,6140,6428,6479,6461
42115,PA,Susquehanna,41068,40895,40646,43356,43192,42696
42117,PA,Tioga,40686,40791,40875,41981,42419,42577
42119,PA,Union,43589,43626,43560,44947,44847,44952
42121,PA,Venango,54789,54505,54183,54984,54683,54272
42123,PA,Warren,41003,40776,40638,41815,41441,41146
42125,PA,Washington,205748,206740,207389,207820,208282,208716
42127,PA,Wayne,51837,51268,51337,52822,53004,51955
42129,PA,Westmoreland,363131,362627,362251,365169,364471,363395
42131,PA,Wyoming,27939,27891,27808,28276,28406,28125
42133,PA,York,421589,425766,428937,434972,436770,437846
44001,RI,Bristol,49979,49878,49542,49875,49800,49144
44003,RI,Kent,168658,168635,168752,166158,165535,164843
44005,RI,Newport,81305,80699,80300,82888,82695,82036
44007,RI,Providence,628280,627437,627690,626667,626709,628323
44009,RI,Washington,126787,126853,126925,126979,126563,125946
45001,SC,Abbeville,25318,25236,25098,25417,25161,25101
45003,SC,Aiken,153098,154601,156017,160099,160682,162812
45005,SC,Allendale,10418,10407,10195,10419,10181,9988
45007,SC,Anderson,180155,182937,184901,187126,188488,189355
45009,SC,Bamberg,15394,15185,15005,15987,15975,15763
45011,SC,Barnwell,22977,22896,22688,22621,22358,22212
45013,SC,Beaufort,147970,152164,155215,162233,164684,168049
45015,SC,Berkeley,163455,169586,173498,177843,183525,189781
45017,SC,Calhoun,14778,14642,14621,15175,15145,14910
45019,SC,Charleston,344506,349778,355276,350209,357704,365162
45021,SC,Cherokee,54151,54629,54714,55342,55540,55662
45023,SC,Chester,32645,32732,32410,33140,32916,32546
45025,SC,Chesterfield,42901,43072,43037,46734,46557,46103
45027,SC,Clarendon,32704,33104,32988,34971,34726,34357
45029,SC,Colleton,39146,39349,39246,38892,38611,38153
45031,SC,Darlington,66751,66863,66445,68681,68299,68139
45033,SC,Dillon,30735,30778,30912,32062,31758,31446
45035,SC,Dorchester,124023,127830,130417,136555,140892,142496
45037,SC,Edgefield,25417,25588,25752,26985,26670,26347
45039,SC,Fairfield,23298,23458,23343,23956,23571,23363
45041,SC,Florence,132276,133368,134208,136885,137862,137948
45043,SC,Georgetown,60354,60753,60703,60158,59991,60189
45045,SC,Greenville,431215,442635,451428,451225,461299,467605
45047,SC,Greenwood,68438,69087,69671,69661,69835,69756
45049,SC,Hampton,21089,20996,21014,21090,20821,20726
45051,SC,Horry,250904,258790,263868,269291,276340,282285
45053,SC,Jasper,22211,22746,23221,24777,25195,25833
45055,SC,Kershaw,58456,59309,60042,61697,62273,62343
45057,SC,Lancaster,73498,75872,77767,76652,77908,79089
45059,SC,Laurens,69626,69938,70045,66537,66528,66223
45061,SC,Lee,20119,20005,19722,19220,18976,18654
45063,SC,Lexington,243973,249744,255607,262391,267129,270406
45065,SC,McCormick,10076,10137,10140,10233,10035,9943
45067,SC,Marion,34062,33967,33468,33062,32846,32457
45069,SC,Marlboro,28911,28685,28783,28933,28509,28145
45071,SC,Newberry,38104,38371,38763,37508,37721,37576
45073,SC,Oconee,70687,71093,71514,74273,74418,74627
45075,SC,Orangeburg,90615,90601,90112,92501,91910,91476
45077,SC,Pickens,116113,117525,118144,119224,119574,119670
45079,SC,Richland,360159,366432,372023,384504,389116,393830
45081,SC,Saluda,18958,18973,19094,19875,19882,19893
45083,SC,Spartanburg,276725,282520,286822,284307,286868,288745
45085,SC,Sumter,104223,104313,104495,107456,107460,108052
45087,SC,Union,27706,27644,27362,28961,28679,28252
45089,SC,Williamsburg,35270,34909,34445,34423,34084,33620
45091,SC,York,210624,220032,227003,226073,230528,234635
46003,SD,Aurora,2865,2886,2868,2710,2694,2742
46005,SD,Beadle,15760,15946,16266,17398,17550,17753
46007,SD,Bennett,3407,3367,3348,3431,3441,3436
46009,SD,Bon Homme,7013,7008,6995,7070,6983,7029
46011,SD,Brookings,29517,29854,30056,31965,32226,32629
46013,SD,Brown,35077,35024,35204,36531,36822,37331
46015,SD,Brule,5165,5204,5275,5255,5283,5293
46017,SD,Buffalo,2079,2136,2067,1912,1988,2020
46019,SD,Butte,9480,9603,9577,10110,10259,10228
46021,SD,Campbell,1390,1355,1344,1466,1427,1396
46023,SD,Charles Mix,8960,8925,8984,9129,9208,9216
46025,SD,Clark,3502,3477,3431,3691,3628,3585
46027,SD,Clay,13458,13597,13490,13864,14051,14131
46029,SD,Codington,26309,26223,26168,27227,27442,27606
46031,SD,Corson,4177,4120,4093,4050,4022,4077
46033,SD,Custer,7885,7917,7924,8216,8338,8339
46035,SD,Davison,18967,18898,18929,19504,19651,19769
46037,SD,Day,5647,5525,5509,5710,5741,5613
46039,SD,Deuel,4202,4233,4203,4364,4359,4380
46041,SD,Dewey,5988,5915,5969,5301,5421,5538
46043,SD,Douglas,3043,2968,2933,3002,2972,2970
46045,SD,Edmunds,3949,3967,3935,4071,4056,4026
46047,SD,Fall River,7211,7167,7241,7094,6981,6971
46049,SD,Faulk,2279,2276,2210,2364,2367,2377
